Angular Velocity (rad/s),Wheel Radius (m),Transmission Ratio (No Unit),rpm (rpm)
81.13738983151849,0.48664796519436043,10,159.2126249549135
89.63759125005284,0.4804099485140548,5,356.3522973266495
18.516293453928164,0.49383502054725903,5,71.60997924368355
91.5713599475723,0.4814345198786329,5,363.2652162535591
49.54433241843352,0.4954379311755847,5,190.98801065646748
88.95831040913339,0.48655391354029265,5,349.18608861324424
67.90842562246473,0.4807605707772168,5,269.7715812575311
56.60914161379489,0.4923934210439031,5,219.57136696725885
92.49865641418823,0.4960045695747645,5,356.16490574588227
10.752050892788393,0.49815680466414675,5,41.221768694696955
43.52355168009764,0.49330995955034657,5,168.50229572783186
29.18613254245858,0.48486940229336123,9,63.867606987184395
12.915853578403711,0.48452577403816127,9,28.28362702114576
64.00967596098842,0.4882035481001991,9,139.11487499487126
86.70737616385657,0.48745025206511355,9,188.7359439661378
28.057138901360194,0.4963426310408296,9,59.97781996955585
78.1941969523379,0.48150868824020826,9,172.30555086553858
34.28615235693945,0.49739026869632835,9,73.13922246624274
98.83678729055761,0.4970368726088852,9,210.98854865029398
10.151555461680621,0.4906428462445278,9,21.95310695161991
95.2321459727332,0.4873340897569365,9,207.34122089111375
31.858867488063265,0.48356733433518156,6,104.8560537904399
74.90224106136563,0.488704522425131,6,243.93189271955976
95.19907989396486,0.4942145216250551,6,306.575454179383
61.453341666026816,0.4859428805317951,6,201.27063256816984
36.54733658971378,0.48270462853949403,6,120.50204061012708
74.740256478816,0.48888397421263297,6,243.31501734572998
24.23034500199298,0.4821536492607789,6,79.98237047052633
94.86366435343143,0.48387587163984247,6,312.022607171799
73.93575518542534,0.4915476961889737,6,239.39163992071286
12.54473315339781,0.48916913018639724,6,40.81525525478798
93.74770743947622,0.4844421256377464,8,230.99370780694548
62.29112598383025,0.48439487870120257,8,153.49987758440932
12.036707869071108,0.4919811207584552,8,29.203888245180053
33.45099871094678,0.49153825695197506,8,81.2331245977863
16.991123303962837,0.48959223319486556,8,41.42561522365785
86.37221600608609,0.4854446529657844,8,212.3810362188461
12.97661491421147,0.491197958777249,8,31.53452245614909
89.89465260995836,0.4999210704525914,8,214.64155792809905
64.9110581190975,0.4889191897307053,8,158.47581734319786
34.521302670792224,0.486926663769029,8,84.62623384854612
92.79188911485927,0.4822502236093809,9,204.15802293025777
85.49340790493193,0.48389440935572203,9,187.46098607143355
77.08467021206891,0.4905159149141068,9,166.74153244015392
58.35072626990732,0.4992216256586345,9,124.01715045370969
93.62944496594483,0.4877444717673825,9,203.6802717795181
54.17889808818473,0.4960476940841994,9,115.88723617831519
32.35266893494413,0.49105653039886843,9,69.9048801167493
49.52442491294088,0.4975033749929819,9,105.62148821320912
22.882985381704053,0.49511537826746066,9,49.038269947527404
68.67464441229521,0.49734710508981106,9,146.5094700989733
36.12966020802018,0.48262096547733374,9,79.43036634901466
67.10102160769682,0.49776656831643085,9,143.03169336986733
49.6031368043531,0.4912450246569514,9,107.13709071203725
24.906640647109974,0.48692018880054033,9,54.273302086266895
28.994185228697102,0.49738201591201664,9,61.85142408909083
32.54640504799271,0.4819052474944331,9,71.65891732439086
98.5055702927853,0.49293865512220547,9,212.0297427313244
99.09723257711939,0.4938891895195479,9,212.89275335517354
98.0073179845396,0.48233380624869315,9,215.5954916745786
36.350132351247844,0.49488662222966134,9,77.93439259118408
31.793348237294165,0.4825239367475279,8,78.65001315035727
50.12856691599007,0.49782762920277124,8,120.19535598449649
83.32264215311788,0.498673991746891,8,199.44709253370414
52.73314278829967,0.4859434366613911,8,129.53267355337408
89.07017957733157,0.4998952885899365,8,212.68393129591428
38.79987676224346,0.48369932008961336,8,95.7494447726847
31.296824153381696,0.4998287601913939,8,74.74126136491
39.6872049235472,0.49818387188044133,8,95.09161974536102
23.30058849860447,0.49437782787265167,8,56.25864916607351
14.461863688951386,0.4975483929997562,8,34.695274743138405
30.602887759904846,0.4928323216165757,8,74.12157207798738
27.000043937708572,0.49155609758305124,8,65.56510758660632
70.35091117087447,0.4909382243174453,8,171.0504709543194
22.149198809529384,0.4857373514952553,8,54.42994756132357
32.39008186422234,0.49571952184131607,8,77.99332195997785
69.9679908812253,0.4990647330700204,8,167.3493066488624
36.314790671386774,0.494712046544163,8,87.62185724614301
13.769821460405979,0.4935330854275162,8,33.30377256802478
71.15783624174864,0.49184474560665,8,172.69354016828993
90.60489547263724,0.4945134231310793,8,218.7031176751148
30.708569702463187,0.4934463408302598,9,66.03109948700244
33.362423216261604,0.482034812724703,9,73.43583807952537
73.4665362821721,0.48638342649907956,9,160.26536218293467
61.134410223723705,0.4904544214385443,9,132.2561710773569
84.12180590692026,0.4895420307753591,9,182.32552590289603
57.28157055893411,0.4830936352349034,9,125.80922120254658
63.45726126983122,0.4958329455062706,9,135.79219772438185
64.55015664470537,0.4943637909544289,9,138.54138315870355
74.84843404485707,0.48462297542980415,9,163.87307061208023
48.11173481610031,0.49157899270743194,9,103.8452351884244
19.478626216469713,0.4955089957755326,8,46.92325982102205
81.48680239001257,0.483079029322817,8,201.3494678391913
79.48934143160781,0.4803386536767972,8,197.5344090328863
32.46338991868724,0.4835762035528555,8,80.13280436131843
83.24250945209327,0.48562278326525593,8,204.6103062586015
23.362175129462138,0.487188283728348,8,57.2397640309277
47.94541328391136,0.48679054119739995,8,117.56724212350625
57.365600801173386,0.48256899924692037,8,141.89710090978355
47.10336886868757,0.49445157975118265,8,113.71286338348372
18.17735533265995,0.4802060226153784,8,45.1839806866784
37.302877478776935,0.481772654962077,7,105.62665572325987
34.35921592216722,0.4823563438596389,7,97.17366704489918
61.898021046818336,0.4854107247439372,7,173.95653115476748
84.96729728938764,0.48577379723630076,7,238.61132971237356
69.31929688646588,0.4997519433655669,7,189.2225972893247
96.76963089612197,0.4959940318097782,7,266.155825224054
53.19835272165401,0.4848548680679802,7,149.67861856539213
